name	sp	mother	block	poss	xcoord	ycoord	treat	mort	Sday	surv	date_dead	date_ab	wden	dden	sla	dia	Lday	Labs
C99	sbec	Sbec_Sfr	C	99	10	6	6	1	49	0	05.09.2015	28.08.2015	NA	NA	NA	4.18	41	1
C100	sxan	Sxan_1	C	100	10.5	6	0	0	84	1	NA	NA	1.048540798	0.466497915	0.146283167	3.89	84	0
C101	ssem	SS	C	101	11	6	6	0	84	1	NA	04.10.2015	1.05682874	0.701920099	0.169139912	3.3	78	1
C102	sxan	8m_Sxan_3	C	102	11.5	6	12	1	31	0	18.08.2015	04.08.2015	NA	NA	NA	3.8	17	1
C103	ssem	SS	C	103	12	6	12	0	84	1	NA	NA	1.087278256	0.674607197	0.150346589	3.84	84	0
C104	pmal	9L_Pmal_9	C	104	12.5	6	6	1	82	0	08.10.2015	25.08.2015	0.694362018	0.566906881	NA	3.34	38	1
C105	sjoh	8m_SJoh_7	C	105	9	6.5	6	0	84	1	NA	04.08.2015	0.979556373	0.553511193	0.159190506	3.39	17	1
C106	spar	SP_m_7	C	106	9.5	6.5	15	1	35	0	22.08.2015	10.08.2015	NA	NA	NA	3.37	23	1
C107	slep	SL_m_6	C	107	10	6.5	3	0	84	1	NA	NA	0.915334477	0.43238422	0.2081722	3.97	84	0
C108	sjoh	8L_SJoh_50	C	108	10.5	6.5	9	0	84	1	NA	03.08.2015	0.941977267	0.510309278	0.157339453	4.03	16	1
C109	sbec	Sbec_Sfr	C	109	11	6.5	15	1	38	0	25.08.2015	10.08.2015	NA	NA	NA	4.44	23	1
C110	ssem	SS	C	110	11.5	6.5	9	0	84	1	NA	NA	1.085120422	0.812603101	0.145496699	2.29	84	0
C111	pmal	Pmal_m_2	C	111	12	6.5	18	1	74	0	30.09.2015	13.08.2015	0.832273113	0.62192536	NA	3.66	26	1
C112	sbec	SHOREABECCARINA_Sbec	C	112	12.5	6.5	6	0	84	1	NA	NA	0.964971347	0.450071633	0.178042013	5.87	84	0
C113	ptom	Ptom_3	C	113	9	7	9	1	84	1	10.10.2015	01.08.2015	0.644178874	0.562451812	0.154642206	4.47	14	1
C114	slep	Slep_1	C	114	9.5	7	18	0	84	1	NA	10.08.2015	0.868724832	0.491543624	NA	2.68	23	1
C115	spar	SP_m_7	C	115	10	7	6	0	84	1	NA	10.08.2015	0.655949519	0.5546875	NA	2.97	23	1
C116	dry	DL_m_1	C	116	10.5	7	12	0	84	1	NA	NA	1.100073046	0.577915754	0.131370806	5.49	84	0
C117	ssmi	Ssmi_4	C	117	11	7	3	0	84	1	NA	10.08.2015	1.009882433	0.428181973	0.13531193	5.87	23	1
C118	ssmi	Ssmi_m_2	C	118	11.5	7	9	1	39	0	26.08.2015	10.08.2015	NA	NA	NA	3.42	23	1
C119	spar	Sp_m_4	C	119	12	7	3	0	84	1	NA	NA	0.809695052	0.55509206	0.201958104	3.43	84	0
C120	dry	Dl_m_4	C	120	12.5	7	3	0	84	1	NA	NA	1.051035456	0.433096108	0.128868505	5.93	84	0
C121	ptom	Ptom_m_3	C	121	9	7.5	12	1	55	0	11.09.2015	23.07.2015	NA	NA	NA	3.78	5	1
C122	sxan	9K_Sxan_29	C	122	9.5	7.5	15	1	40	0	27.08.2015	04.08.2015	NA	NA	NA	2.44	17	1
C123	sjoh	ou_SJoh_23A	C	123	10	7.5	21	1	41	0	28.08.2015	23.07.2015	NA	NA	NA	3.09	5	1
C124	dry	DL_m_3	C	124	10.5	7.5	9	0	84	1	NA	NA	1.080085683	0.584784411	0.150346589	4.5	84	0
C125	pmal	Pm_m_5	C	125	11	7.5	0	0	84	1	NA	NA	1.029158383	0.598519991	0.186637145	4.46	84	0
C126	ptom	All_Ptom_4	C	126	11.5	7.5	9	0	84	1	NA	NA	0.965175044	0.678948819	0.167051765	5.94	84	0
C127	ssmi	Ssmi_Tawau	C	127	12	7.5	15	0	84	1	NA	NA	0.929568106	0.502724252	NA	4.36	84	0
C128	ssem	Ssem_ou	C	128	12.5	7.5	6	0	84	1	NA	NA	1.036887267	0.679751455	0.169139912	4.01	84	0
C129	spar	Sp_m_1	C	129	9	8	21	0	84	1	NA	08.08.2015	0.618772419	0.514149063	NA	5.35	21	1
C130	sxan	Sxan_3_RDC	C	130	9.5	8	9	1	58	0	14.09.2015	14.08.2015	NA	NA	NA	2.92	27	1
C131	sjoh	SJ_m_6	C	131	10	8	18	1	83	0	09.10.2015	09.08.2015	0.541046996	0.45240928	NA	3.04	22	1
C132	spar	Spar_1	C	132	10.5	8	12	0	84	1	NA	28.08.2015	NA	NA	NA	3.54	41	1
C133	pmal	9L_Pmal_7	C	133	11	8	0	0	84	1	NA	31.07.2015	1.083125623	0.559197408	NA	3.33	13	1
C134	spar	SP_m_5	C	134	11.5	8	6	0	84	1	NA	NA	0.81223257	0.544928266	0.198988132	3.55	84	0
C135	ptom	Ptom_1_RDC	C	135	12	8	0	0	84	1	NA	NA	1.043058455	0.475121781	NA	3.36	84	0
C136	ssem	Ssem_ou	C	136	12.5	8	3	0	84	1	NA	NA	1.011145714	0.676610392	0.155530954	3.71	84	0
C137	sbec	SHOREABECCARINA_Sbec	C	137	9	8.5	12	1	15	0	02.08.2015	10.08.2015	NA	NA	NA	4.46	23	1
C138	sbec	SHOREABECCARINA_Sbec	C	138	9.5	8.5	3	0	84	1	NA	NA	0.941583085	0.461846029	0.190580183	4.8	84	0
C139	sxan	8m_Sxan_3	C	139	10	8.5	18	1	34	0	21.08.2015	04.08.2015	NA	NA	NA	6.37	17	1
C140	ptom	Pt_m_1	C	140	10.5	8.5	18	1	66	0	22.09.2015	05.08.2015	0.630851456	0.541651309	NA	4.05	18	1
C141	sjoh	8m_SJoh_6	C	141	11	8.5	21	1	67	0	23.09.2015	21.07.2015	0.512485414	0.435005834	NA	3.67	3	1
C142	ssem	SS	C	142	11.5	8.5	15	0	84	1	NA	01.09.2015	1.094105742	0.641032127	NA	2.95	45	1
C143	sxan	9K_Sxan_29	C	143	12	8.5	3	1	69	0	25.09.2015	01.09.2015	0.489952622	0.434896259	NA	3.1	45	1
C144	ssmi	Ssmi_4	C	144	12.5	8.5	21	0	84	1	NA	28.08.2015	0.718680339	NA	NA	5.33	41	1
C145	pmal	12H_Pmal_1	C	145	9	9	21	1	54	0	10.09.2015	23.07.2015	NA	NA	NA	2.6	5	1
C146	sjoh	8m_SJoh_7	C	146	9.5	9	12	1	30	0	17.08.2015	23.07.2015	NA	NA	NA	3.61	5	1
C147	slep	8Q_Slep_4	C	147	10	9	21	0	84	1	NA	17.09.2015	0.689896446	0.472338838	NA	5.39	61	1
C148	ssmi	Ssmi_19	C	148	10.5	9	18	0	84	1	NA	NA	0.983617814	0.39935256	NA	6.78	84	0
C149	sjoh	ou_SJoh_23A	C	149	11	9	15	1	31	0	18.08.2015	26.07.2015	0.84650833	0.502304147	NA	3.43	8	1
C150	pmal	8_m_Pmal_8	C	150	11.5	9	3	0	84	1	NA	NA	1.007724394	0.476826819	0.2081722	4.22	84	0
C151	sjoh	8L_SJoh_50	C	151	12	9	3	0	84	1	NA	25.08.2015	0.858765432	0.574567901	0.152035876	3.68	38	1
C152	sxan	11H_Sxan_1	C	152	12.5	9	18	1	58	0	14.09.2015	29.07.2015	NA	NA	NA	3.33	11	1
C153	pmal	Pm_m_3	C	153	9	9.5	9	0	84	1	NA	06.08.2015	1.005656109	0.660180995	0.171280924	2.66	19	1
C154	sxan	8L_Sxan_10	C	154	9.5	9.5	3	1	72	0	28.09.2015	01.09.2015	0.715965966	0.578078078	0.287897723	3.22	45	1
C155	slep	SL_m_1	C	155	10	9.5	15	0	84	1	NA	27.07.2015	0.784276127	0.450623202	NA	3.52	9	1
C156	ssmi	Ssmi_19	C	156	10.5	9.5	6	1	44	0	31.08.2015	14.08.2015	NA	NA	NA	5.48	27	1
C157	dry	DL_m_2	C	157	11	9.5	21	0	84	1	NA	NA	1.055507944	0.561144439	0.133972208	7.14	84	0
C158	slep	12I_Slep_3	C	158	11.5	9.5	9	0	84	1	NA	NA	0.865247339	0.341327489	0.225519883	5	84	0
C159	ssem	Ssem_ou	C	159	12	9.5	9	0	84	1	NA	NA	0.893996361	0.547119466	0.156883397	2.75	84	0
C160	slep	SL_m_72	C	160	12.5	9.5	0	0	84	1	NA	NA	0.971378247	0.465213562	0.235325095	4.59	84	0
D1	spar	Sp_m_1	D	1	13.5	0	3	0	84	1	NA	NA	0.921764706	0.357794118	0.157339453	4.59	84	0
D2	sjoh	8L_SJoh_50	D	2	14	0	3	0	84	1	NA	25.08.2015	0.980406474	0.432883047	0.178042013	3.35	38	1
D3	slep	Slep_m_2	D	3	14.5	0	18	0	84	1	NA	NA	0.933509122	0.442488597	NA	4.53	84	0
D4	ptom	All_Ptom_4	D	4	15	0	12	1	25	0	12.08.2015	01.08.2015	NA	NA	NA	3.74	14	1
D5	spar	9P_Spar_2	D	5	15.5	0	18	1	26	0	13.08.2015	04.08.2015	NA	NA	NA	2.85	17	1
D6	sjoh	8L_SJoh_50	D	6	16	0	0	0	84	1	NA	07.09.2015	0.950360017	0.434138077	0.157339453	3.71	51	1
D7	spar	Sp_m_4	D	7	16.5	0	21	1	38	0	25.08.2015	23.07.2015	NA	NA	NA	3.43	5	1
D8	dry	DL_m_2	D	8	17	0	21	0	84	1	NA	NA	1.079727943	0.51262674	0.159190506	5.32	84	0
D9	pmal	9L_Pmal_7	D	9	13.5	0.5	9	0	84	1	NA	12.09.2015	1.050094844	0.182100362	0.229342254	4.41	56	1
D10	spar	9Q_Spar_10	D	10	14	0.5	21	1	30	0	17.08.2015	21.07.2015	NA	NA	NA	4.33	3	1
D11	slep	Slep_1	D	11	14.5	0.5	6	0	84	1	NA	25.08.2015	0.990089552	0.439402985	0.185358808	3.59	38	1
D12	dry	DL_Tawau	D	12	15	0.5	6	0	84	1	NA	NA	1.065329467	0.47438376	0.185358808	4.64	84	0
D13	pmal	Pm_m_6	D	13	15.5	0.5	0	0	84	1	NA	31.07.2015	1.025072756	0.472800537	NA	3.04	13	1
D14	ssmi	Ssmi_Tawau	D	14	16	0.5	12	0	84	1	NA	25.08.2015	0.968363264	0.379547781	NA	4.77	38	1
D15	slep	SL_m_72	D	15	16.5	0.5	6	0	84	1	NA	NA	0.914676069	0.37117673	0.229342254	4.56	84	0
D16	ssem	SS	D	16	17	0.5	3	0	84	1	NA	NA	1.077599128	0.544352092	0.161566483	2.5	84	0
D17	ptom	Pt_m_1	D	17	13.5	1	3	0	84	1	NA	06.10.2015	1.045703709	0.475048053	NA	4.09	80	1
D18	dry	DL_m_6	D	18	14	1	3	0	84	1	NA	NA	1.052257737	0.440639269	0.167051765	3.34	84	0
D19	ssem	SS	D	19	14.5	1	6	0	84	1	NA	NA	1.103328865	0.561438785	NA	3.73	84	0
D20	sxan	8n_Sxan	D	20	15	1	18	1	26	0	13.08.2015	30.07.2015	NA	NA	NA	3.42	12	1
D21	slep	SL_m_6	D	21	15.5	1	18	0	84	1	NA	07.10.2015	0.9467028	0.410217806	NA	3.87	81	1
D22	sbec	SHOREABECCARINA_Sbec	D	22	16	1	9	0	84	1	NA	25.08.2015	1.001887584	0.432151846	0.159190506	4.9	38	1
D23	sbec	Sbec_Sfr	D	23	16.5	1	0	0	84	1	NA	NA	1.011075949	0.56592827	0.123010845	3.11	84	0
D24	dry	DL_m_2	D	24	17	1	3	0	84	1	NA	NA	1.089216447	0.507440581	0.152035876	5.04	84	0
D25	sbec	SHOREABECCARINA_Sbec	D	25	13.5	1.5	6	0	84	1	NA	NA	1.015846007	0.460704031	0.190580183	4.02	84	0
D26	ssmi	Ssmi_Tawau	D	26	14	1.5	18	0	84	1	NA	05.09.2015	0.969587745	0.455883457	NA	5.35	49	1
D27	sxan	8m_Sxan_3	D	27	14.5	1.5	12	1	31	0	18.08.2015	07.08.2015	NA	NA	NA	3.98	20	1
D28	ssmi	Ssmi_19	D	28	15	1.5	6	1	55	0	11.09.2015	25.07.2015	NA	NA	NA	6.58	7	1
D29	pmal	Pm_m_5	D	29	15.5	1.5	18	1	46	0	02.09.2015	25.07.2015	NA	NA	NA	3.72	7	1
D30	ptom	Ptom_4	D	30	16	1.5	18	1	34	0	21.08.2015	09.08.2015	NA	NA	0.167051765	4.06	22	1
D31	sxan	8m_Sxan_3	D	31	16.5	1.5	12	1	20	0	07.08.2015	04.08.2015	NA	NA	NA	3.17	17	1
D32	slep	8Q_Slep_4	D	32	17	1.5	0	0	84	1	NA	NA	0.882908097	0.351405884	NA	5.42	84	0
D33	slep	8Pslep_2	D	33	13.5	2	9	0	84	1	NA	NA	0.925642808	0.371785962	0.201958104	4.4	84	0
D34	ssem	SS	D	34	14	2	21	1	56	0	12.09.2015	01.08.2015	NA	NA	NA	2.99	14	1
D35	slep	12I_Slep_3	D	35	14.5	2	9	0	84	1	NA	NA	0.882977403	0.340700273	0.21142489	4.65	84	0
D36	sxan	Sxan_1	D	36	15	2	6	0	84	1	NA	14.08.2015	0.880934718	0.616839763	0.173476833	2.46	27	1
D37	ptom	All_Ptom_4	D	37	15.5	2	12	1	79	0	05.10.2015	16.08.2015	0.661371351	0.551391718	NA	4.67	29	1
D38	sxan	ou_sxan_2	D	38	16	2	15	1	47	0	03.09.2015	19.08.2015	NA	NA	NA	3.45	32	1
D39	sxan	9K_Sxan_2	D	39	16.5	2	21	1	35	0	22.08.2015	06.08.2015	NA	NA	NA	3.24	19	1
D40	ssem	SS	D	40	17	2	6	0	84	1	NA	NA	1.011057174	0.615695793	0.21142489	2.17	84	0
D41	pmal	Pmal_Tawau	D	41	13.5	2.5	6	0	84	1	NA	NA	1.049709361	0.611077704	NA	4.41	84	0
D42	spar	SP_m_5	D	42	14	2.5	3	0	84	1	NA	02.10.2015	0.921946903	0.46920354	0.159190506	3.13	76	1
D43	dry	DL_m_6	D	43	14.5	2.5	12	0	84	1	NA	13.09.2015	1.077389823	0.441451991	0.13531193	4.04	57	1
D44	sjoh	ou_SJoh_23A	D	44	15	2.5	12	1	39	0	26.08.2015	28.07.2015	NA	NA	NA	4.07	10	1
D45	slep	12H_Slep_8	D	45	15.5	2.5	12	0	84	1	NA	07.10.2015	0.952971977	0.419276641	NA	4.61	81	1
D46	slep	12I_Slep_3	D	46	16	2.5	21	0	84	1	NA	04.08.2015	0.904265873	0.41577381	NA	4.05	17	1
D47	sjoh	8m_SJoh_6	D	47	16.5	2.5	6	1	60	0	16.09.2015	13.09.2015	0.5250501	0.454687152	NA	3.68	57	1
D48	ssmi	Ssmi_m_2	D	48	17	2.5	0	0	84	1	NA	NA	1.005518639	0.369185719	0.153763557	2.9	84	0
D49	sbec	SHOREABECCARINA_Sbec	D	49	13.5	3	3	1	32	0	19.08.2015	24.07.2015	0.700041203	0.580552122	NA	2.85	6	1
D50	dry	DL_Tawau	D	50	14	3	0	0	84	1	NA	NA	1.072122274	0.439898105	0.14243361	3.6	84	0
D51	sxan	Sxan_1	D	51	14.5	3	3	1	37	0	24.08.2015	13.08.2015	NA	NA	NA	4.06	26	1
D52	ptom	Ptom_1_RDC	D	52	15	3	0	0	84	1	NA	NA	1.006966512	0.469078465	0.180415906	3.47	84	0
D53	ssem	SS	D	53	15.5	3	0	0	84	1	NA	NA	1.077283669	0.49071329	0.173476833	2.6	84	0
D54	ssmi	Ssmi_5	D	54	16	3	3	0	84	1	NA	NA	1.011335243	0.430739228	0.185358808	4.75	84	0
D55	ssmi	Ssmi_m_2	D	55	16.5	3	0	0	84	1	NA	05.10.2015	1.024535124	0.393164601	0.169139912	3.67	79	1
D56	sbec	SHOREABECCARINA_Sbec	D	56	17	3	3	0	84	1	NA	NA	0.958095022	0.384506484	0.159190506	5.41	84	0
D57	ssem	SS	D	57	13.5	3.5	15	0	84	1	NA	NA	1.085180573	0.730012453	0.212254008	2.74	84	0
D58	spar	Sp_m_3	D	58	14	3.5	12	0	84	1	NA	NA	0.93654555	0.460637177	0.196817353	3.58	84	0
D59	ptom	8L_Ptom_6	D	59	14.5	3.5	21	1	35	0	22.08.2015	04.08.2015	NA	NA	NA	2.7	17	1
D60	dry	DL_Tawau	D	60	15	3.5	18	0	84	1	NA	NA	1.082254453	0.456341867	0.159190506	5.56	84	0
D61	ssmi	Ssmi_5	D	61	15.5	3.5	21	0	84	1	NA	NA	0.91394521	0.496053243	NA	3.78	84	0
D62	ssmi	Ssmi_3A	D	62	16	3.5	21	0	84	1	NA	NA	0.994492179	0.466622604	NA	3.63	84	0
D63	sbec	SHOREABECCARINA_Sbec	D	63	16.5	3.5	18	0	84	1	NA	23.07.2015	0.942507126	0.38237613	0.240554542	5.83	5	1
D64	sbec	Sbec_Sfr	D	64	17	3.5	0	0	84	1	NA	29.07.2015	0.947826087	0.402112962	0.127652764	4.24	11	1
D65	sbec	SHOREABECCARINA_Sbec	D	65	13.5	4	12	0	84	1	NA	NA	0.914008977	0.456768249	0.159190506	3.86	84	0
D66	dry	DL_m_7	D	66	14	4	6	0	84	1	NA	16.08.2015	1.093627552	0.5609404	0.155530954	5.32	29	1
D67	spar	9P_Spar_2	D	67	14.5	4	0	0	84	1	NA	07.09.2015	0.918956591	0.328156113	NA	3.45	51	1
D68	sjoh	8m_SJoh_7	D	68	15	4	15	0	84	1	NA	26.07.2015	0.979351032	0.497914759	0.193302757	4.85	8	1
D69	dry	DL_m_1	D	69	15.5	4	18	0	84	1	NA	28.08.2015	1.054184612	0.450413223	0.182853959	6.17	41	1
D70	spar	Sp_m_4	D	70	16	4	6	0	84	1	NA	NA	0.952516619	0.479476628	0.150346589	3.02	84	0
D71	ptom	Pt_m_2	D	71	16.5	4	9	0	84	1	NA	NA	1.10755308	0.69729667	NA	3.94	84	0
D72	ssem	SS	D	72	17	4	18	1	17	0	04.08.2015	29.08.2015	NA	NA	NA	2	42	1
D73	spar	Sp_m_3	D	73	13.5	4.5	15	1	81	0	07.10.2015	31.08.2015	0.928540773	0.535193133	NA	3.46	44	1
D74	spar	SP_m_7	D	74	14	4.5	15	0	84	1	NA	25.08.2015	0.827371695	0.544323484	NA	3.4	38	1
D75	spar	SP_m_7	D	75	14.5	4.5	12	1	77	0	03.10.2015	11.08.2015	0.701643489	0.600505689	NA	3.96	24	1
D76	sbec	SHOREABECCARINA_Sbec	D	76	15	4.5	21	0	84	1	NA	NA	0.973153448	0.421231943	NA	4.67	84	0
D77	pmal	9L_Pmal_7	D	77	15.5	4.5	15	0	84	1	NA	09.08.2015	0.934852063	0.578969301	NA	3.8	22	1
D78	sbec	Sbec_Sfr	D	78	16	4.5	21	1	27	0	14.08.2015	23.07.2015	NA	NA	NA	5.5	5	1
D79	ptom	Ptom_4	D	79	16.5	4.5	6	0	84	1	NA	28.09.2015	0.957950844	0.574770506	NA	3.18	72	1
D80	sjoh	SJ_m_6	D	80	17	4.5	15	0	84	1	NA	NA	0.92244827	0.522865589	NA	4.11	84	0
D81	spar	Spar_1	D	81	13.5	5	9	1	14	0	01.08.2015	01.08.2015	NA	NA	NA	4.01	14	1
D82	slep	SL_m_114	D	82	14	5	0	0	84	1	NA	10.09.2015	0.926649548	0.326783521	NA	3.9	54	1
D83	ssem	Ssem_ou	D	83	14.5	5	18	1	53	0	09.09.2015	25.08.2015	NA	NA	NA	3.52	38	1
D84	ssmi	Ssmi_5	D	84	15	5	9	0	84	1	NA	13.08.2015	1.004413485	0.40997554	0.198988132	4.59	26	1
D85	ssem	SS	D	85	15.5	5	12	0	84	1	NA	07.08.2015	1.084684685	0.789189189	NA	1.95	20	1
D86	spar	SP_m_5	D	86	16	5	6	0	84	1	NA	11.08.2015	0.907224482	0.426108851	NA	3.47	24	1
D87	ptom	Pt_m_5	D	87	16.5	5	21	0	84	1	NA	25.08.2015	0.630708467	0.546531721	NA	3.2	38	1
D88	pmal	9L_Pmal_9	D	88	17	5	6	0	84	1	NA	NA	1.042233411	0.537686932	0.156883397	4.23	84	0
D89	sxan	8L_Sxan_10	D	89	13.5	5.5	6	1	41	0	28.08.2015	17.08.2015	NA	NA	NA	3.45	30	1
D90	slep	SL_maliau	D	90	14	5.5	15	0	84	1	NA	NA	0.87300838	0.367874425	NA	3.32	84	0
D91	sbec	Sbec_Sfr	D	91	14.5	5.5	12	1	40	0	27.08.2015	25.08.2015	NA	NA	NA	3.92	38	1
D92	slep	SL_m_6	D	92	15	5.5	15	0	84	1	NA	NA	0.907957245	0.40783848	0.237389351	4.05	84	0
D93	sxan	11H_Sxan_1	D	93	15.5	5.5	3	0	84	1	NA	NA	1.053389898	0.656287521	0.148694428	5.28	84	0
D94	pmal	Pmal_Tawau	D	94	16	5.5	18	1	56	0	12.09.2015	27.07.2015	NA	NA	NA	4.56	9	1
D95	ssmi	9H_Ssmi_4	D	95	16.5	5.5	15	0	84	1	NA	02.08.2015	0.950325416	0.373644101	0.14243361	6.23	15	1
D96	ptom	Ptom_2_RDC	D	96	17	5.5	9	1	54	0	10.09.2015	22.08.2015	NA	NA	NA	4.11	35	1
D97	sjoh	8K_SJoh_8	D	97	13.5	6	9	0	84	1	NA	01.08.2015	NA	NA	NA	3.48	14	1
D98	sjoh	SJ_m_4	D	98	14	6	21	1	38	0	25.08.2015	27.07.2015	NA	NA	NA	3.55	9	1
D99	sbec	SHOREABECCARINA_Sbec	D	99	14.5	6	15	0	84	1	NA	NA	1.027819691	0.455111279	0.130107625	4.44	84	0
D100	sjoh	8m_SJoh_6	D	100	15	6	12	1	34	0	21.08.2015	04.08.2015	NA	NA	NA	3.1	17	1
D101	sjoh	SJoh_m	D	101	15.5	6	6	0	84	1	NA	28.08.2015	0.954144144	0.423873874	NA	3.41	41	1
D102	dry	DL_m_6	D	102	16	6	0	0	84	1	NA	NA	1.044406069	0.421240903	0.133641412	2.83	84	0
D103	pmal	Pmal_1_RDC	D	103	16.5	6	0	0	84	1	NA	NA	1.033401301	0.48723177	0.229342254	3.65	84	0
D104	sxan	8L_Sxan_10	D	104	17	6	9	1	37	0	24.08.2015	13.08.2015	NA	NA	NA	3.79	26	1
D105	ssmi	Ssmi_m_2	D	105	13.5	6.5	3	0	84	1	NA	28.08.2015	0.968008339	0.41340603	0.175729779	4.36	41	1
D106	sjoh	SJ_m_1	D	106	14	6.5	3	1	48	0	04.09.2015	NA	0.922267588	0.449277638	0.167051765	3.76	84	0
D107	ssem	Ssem_ou	D	107	14.5	6.5	21	0	84	1	NA	28.07.2015	0.68447879	0.599967116	0.200462118	5.38	10	1
D108	sxan	ou_sxan_2	D	108	15	6.5	18	1	27	0	14.08.2015	04.08.2015	NA	NA	NA	3.56	17	1
D109	sjoh	SJ_m_10	D	109	15.5	6.5	21	0	84	1	NA	11.08.2015	0.700832381	0.549371634	NA	4.29	24	1
D110	ptom	Ptom_m_3	D	110	16	6.5	3	0	84	1	NA	NA	0.99159322	0.506169492	NA	3.58	84	0
D111	sxan	11H_Sxan_1	D	111	16.5	6.5	15	1	37	0	24.08.2015	13.08.2015	NA	NA	NA	3.81	26	1
D112	pmal	Pm_m_3	D	112	17	6.5	15	1	44	0	31.08.2015	28.07.2015	NA	NA	NA	3.54	10	1
D113	pmal	9L_Pmal_9	D	113	13.5	7	3	0	84	1	NA	16.08.2015	1.046400163	0.555476239	0.169139912	3.3	29	1
D114	sxan	Sxan_1	D	114	14	7	0	0	84	1	NA	NA	1.07531267	0.573681349	0.13531193	3.97	84	0
D115	pmal	8L_Pmal_9	D	115	14.5	7	21	1	14	0	01.08.2015	26.07.2015	NA	NA	NA	4.44	8	1
D116	pmal	8_m_Pmal_8	D	116	15	7	12	0	84	1	NA	17.09.2015	0.953477868	0.597109304	NA	4.02	61	1
D117	sxan	8m_Sxan_3	D	117	15.5	7	9	1	57	0	13.09.2015	11.08.2015	NA	NA	NA	3.39	24	1
D118	ssmi	Ssmi_3A	D	118	16	7	12	0	84	1	NA	31.08.2015	1.017331408	0.452171981	0.185358808	4.88	44	1
D119	sxan	8m_Sxan_3	D	119	16.5	7	0	0	84	1	NA	NA	0.99905838	0.452919021	0.150346589	4.37	84	0
D120	slep	SL_maliau	D	120	17	7	3	0	84	1	NA	29.08.2015	0.978695442	0.357335547	0.241628446	4.18	42	1
D121	pmal	Pm_m_5	D	121	13.5	7.5	9	1	39	0	26.08.2015	23.07.2015	NA	NA	NA	3.92	5	1
D122	ssem	SS	D	122	14	7.5	9	0	84	1	NA	17.09.2015	1.015121951	0.76097561	NA	1.98	61	1
D123	dry	DL_m_7	D	123	14.5	7.5	9	0	84	1	NA	NA	1.078117897	0.681542658	0.138073398	5.03	84	0
D124	sbec	SHOREABECCARINA_Sbec	D	124	15	7.5	15	0	84	1	NA	NA	1.011612272	0.591614717	0.171280924	5.97	84	0
D125	sbec	SHOREABECCARINA_Sbec	D	125	15.5	7.5	9	0	84	1	NA	25.07.2015	1.005504429	0.237894556	0.157339453	5.19	7	1
D126	sxan	9K_Sxan_29	D	126	16	7.5	21	1	39	0	26.08.2015	04.08.2015	NA	NA	NA	2.59	17	1
D127	ssem	SS	D	127	16.5	7.5	3	0	84	1	NA	NA	1.098758131	0.730731323	0.117662548	3.09	84	0
D128	pmal	All_Pmal_1	D	128	17	7.5	21	1	54	0	10.09.2015	17.08.2015	NA	NA	NA	4.11	30	1
D129	sbec	Sbec_Sfr	D	129	13.5	8	6	1	30	0	17.08.2015	01.09.2015	NA	NA	NA	2.87	45	1
D130	ssmi	Ssmi_Tawau	D	130	14	8	15	0	84	1	NA	15.09.2015	0.991270519	0.453553468	NA	4.5	59	1
D131	ssmi	9H_Ssmi_4	D	131	14.5	8	18	1	26	0	13.08.2015	30.07.2015	NA	NA	NA	4.91	12	1
D132	ptom	9I_Ptom_5	D	132	15	8	18	1	51	0	07.09.2015	22.08.2015	NA	NA	NA	3.67	35	1
D133	ssem	SS	D	133	15.5	8	12	0	84	1	NA	16.08.2015	0.643351268	0.566487317	NA	2.25	29	1
D134	ptom	Pt_m_4	D	134	16	8	15	1	42	0	29.08.2015	12.08.2015	NA	NA	NA	5.24	25	1
D135	pmal	Pmal_1_RDC	D	135	16.5	8	12	1	47	0	03.09.2015	12.08.2015	NA	NA	NA	4.14	25	1
D136	dry	DL_m_2	D	136	17	8	9	0	84	1	NA	NA	1.086546986	0.468971631	0.153763557	4.98	84	0
D137	sjoh	ou_SJoh_23A	D	137	13.5	8.5	9	0	84	1	NA	01.09.2015	0.992793699	0.598793363	NA	3.64	45	1
D138	dry	Dl_m_4	D	138	14	8.5	15	0	84	1	NA	NA	1.07956234	0.541874916	0.167051765	5.69	84	0
D139	dry	DL_m_1	D	139	14.5	8.5	12	0	84	1	NA	NA	1.087426111	0.520542947	0.171280924	5.65	84	0
D140	sjoh	SJ_m_5	D	140	15	8.5	18	0	84	1	NA	NA	1.067172012	0.510787172	0.196104246	3.71	84	0
D141	ptom	Ptom_2_RDC	D	141	15.5	8.5	0	0	84	1	NA	NA	1.009780163	0.444607928	0.218245048	5	84	0
D142	slep	9P_Slep_2	D	142	16	8.5	12	0	84	1	NA	16.08.2015	0.92292769	0.380246914	0.155530954	5.09	29	1
D143	ssem	Ssem_ou	D	143	16.5	8.5	9	1	48	0	04.09.2015	18.08.2015	NA	NA	NA	2.55	31	1
D144	dry	DL_m_3	D	144	17	8.5	21	0	84	1	NA	NA	1.034210074	0.528279182	NA	4.63	84	0
D145	ssem	Ssem_ou	D	145	13.5	9	15	0	84	1	NA	01.08.2015	1.035500598	0.673314719	NA	3.51	14	1
D146	dry	DL_Tawau	D	146	14	9	15	0	84	1	NA	01.10.2015	1.097782031	0.477426255	0.167051765	5.22	75	1
D147	ptom	9J_Ptom_14	D	147	14.5	9	15	0	84	1	NA	14.08.2015	0.789626757	0.636209404	NA	4.17	27	1
D148	sjoh	SJoh_m	D	148	15	9	0	0	84	1	NA	11.08.2015	0.902091503	0.374640523	NA	3.9	24	1
